Degree;Field;Study_program;University;City
Master Degree;Mathematics, Natural Sciences and IT;Experimental Geosciences (MSc);University of Bayreuth;Bayreuth
Master Degree;Mathematics, Natural Sciences and IT;Biofabrication;University of Bayreuth;Bayreuth
Master Degree;Mathematics, Natural Sciences and IT;Development Studies;University of Bayreuth;Bayreuth
Master Degree;Mathematics, Natural Sciences and IT;Environmental Chemistry (MSc);University of Bayreuth;Bayreuth
Master Degree;Mathematics, Natural Sciences and IT;Scientific Computing (Elite Network of Bavaria);University of Bayreuth;Bayreuth
Master Degree;Mathematics, Natural Sciences and IT;Computer Science, Master of Science (MSc);University of Bayreuth;Bayreuth
Master Degree;Mathematics, Natural Sciences and IT;Environmental Geography;University of Bayreuth;Bayreuth
Master Degree;Mathematics, Natural Sciences and IT;European Interdisciplinary Master in African Studies (EIMAS);University of Bayreuth;Bayreuth
Master Degree;Mathematics, Natural Sciences and IT;Battery Materials and Technology (Master of Science);University of Bayreuth;Bayreuth
Master Degree;Mathematics, Natural Sciences and IT;Environment, Climate Change and Health;University of Bayreuth;Bayreuth
Master Degree;Mathematics, Natural Sciences and IT;Master in Toxicology;University of Potsdam;Bergholz-Rehbruecke
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Chemistry;Freie Universitaet Berlin;Berlin
Master Degree;Mathematics, Natural Sciences and IT;International Master's Programme in Computational Neuroscience;Technische Universitaet Berlin;Berlin
Master Degree;Mathematics, Natural Sciences and IT;Master of Science Biodiversity, Evolution, Ecology;Freie Universitaet Berlin;Berlin
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Physics;Freie Universitaet Berlin;Berlin
Master Degree;Mathematics, Natural Sciences and IT;Business Intelligence and Process Management (MSc);Hochschule fuer Wirtschaft und Recht Berlin;Berlin
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Biochemistry;Freie Universitaet Berlin;Berlin
Master Degree;Mathematics, Natural Sciences and IT;MSc Global Change Geography – The Physical Geography of Human-Environment Systems;Humboldt-Universitaet zu Berlin;Berlin
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Bioinformatics;Freie Universitaet Berlin;Berlin
Master Degree;Mathematics, Natural Sciences and IT;Master of Science Pharmaceutical Sciences / Pharmazeutische Forschung;Freie Universitaet Berlin;Berlin
Master Degree;Mathematics, Natural Sciences and IT;MSc in Cognitive Neuroscience (MCNB);Freie Universitaet Berlin;Berlin
Master Degree;Mathematics, Natural Sciences and IT;Behaviour: From Neural Mechanisms to Evolution, MSc;Bielefeld University;Bielefeld
Master Degree;Mathematics, Natural Sciences and IT;Intelligent Systems;Bielefeld University;Bielefeld
Master Degree;Mathematics, Natural Sciences and IT;Quantitative Economics;Bielefeld University;Bielefeld
Master Degree;Mathematics, Natural Sciences and IT;Ecology and Environmental Change;Bielefeld University;Bielefeld
Master Degree;Mathematics, Natural Sciences and IT;Informatics in the Natural Sciences;Bielefeld University;Bielefeld
Master Degree;Mathematics, Natural Sciences and IT;Mathematical and Theoretical Physics;Bielefeld University;Bielefeld
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Environmental Sustainability;Bingen Technical University of Applied Sciences;Bingen am Rhein
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Computer Science;Bingen Technical University of Applied Sciences;Bingen am Rhein
Master Degree;Mathematics, Natural Sciences and IT;Computational Engineering (CompEng);Ruhr-Universitaet Bochum;Bochum
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Chemistry;Ruhr-Universitaet Bochum;Bochum
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Biochemistry (MSc Biochem);Ruhr-Universitaet Bochum;Bochum
Master Degree;Mathematics, Natural Sciences and IT;Materials Science and Simulation;Ruhr-Universitaet Bochum;Bochum
Master Degree;Mathematics, Natural Sciences and IT;Molecular Sciences – Spectroscopy and Simulation;Ruhr-Universitaet Bochum;Bochum
Master Degree;Mathematics, Natural Sciences and IT;Cognitive Science (MSc);Ruhr-Universitaet Bochum;Bochum
Master Degree;Mathematics, Natural Sciences and IT;Linguistic Data Science (MA);Ruhr-Universitaet Bochum;Bochum
Master Degree;Mathematics, Natural Sciences and IT;Subsurface Engineering (SubSurf);Ruhr-Universitaet Bochum;Bochum
Master Degree;Mathematics, Natural Sciences and IT;Life Science Informatics (b-it);University of Bonn;Bonn
Master Degree;Mathematics, Natural Sciences and IT;Media Informatics;RWTH Aachen University;Bonn
Master Degree;Mathematics, Natural Sciences and IT;Physics;University of Bonn;Bonn
Master Degree;Mathematics, Natural Sciences and IT;Astrophysics;University of Bonn;Bonn
Master Degree;Mathematics, Natural Sciences and IT;Mathematics;University of Bonn;Bonn
Master Degree;Mathematics, Natural Sciences and IT;Neurosciences;University of Bonn;Bonn
Master Degree;Mathematics, Natural Sciences and IT;Geography of Environmental Risks and Human Security;University of Bonn;Bonn
Master Degree;Mathematics, Natural Sciences and IT;Plant Sciences;University of Bonn;Bonn
Master Degree;Mathematics, Natural Sciences and IT;Medical Immunosciences and Infection;University of Bonn;Bonn
Master Degree;Mathematics, Natural Sciences and IT;Immunobiology: From Molecules to Integrative Systems;University of Bonn;Bonn
Master Degree;Mathematics, Natural Sciences and IT;Biochemistry;University of Bonn;Bonn
Master Degree;Mathematics, Natural Sciences and IT;Organismic Biology, Evolutionary Biology and Palaeobiology (OEP-Biology);University of Bonn;Bonn
Master Degree;Mathematics, Natural Sciences and IT;Computer Science;University of Bonn;Bonn
Master Degree;Mathematics, Natural Sciences and IT;Chemistry;University of Bonn;Bonn
Master Degree;Mathematics, Natural Sciences and IT;Molecular Cell Biology;University of Bonn;Bonn
Master Degree;Mathematics, Natural Sciences and IT;Data Science;Technische Universitaet Braunschweig;Braunschweig
Master Degree;Mathematics, Natural Sciences and IT;Quantum Technologies in Electrical and Computer Engineering (QTEC);Technische Universitaet Braunschweig;Braunschweig
Master Degree;Mathematics, Natural Sciences and IT;Solar System Physics (SSP);Technische Universitaet Braunschweig;Braunschweig
Master Degree;Mathematics, Natural Sciences and IT;International Studies in Aquatic Tropical Ecology (ISATEC, Study Profile in the Marine Biology MSc Programme);University of Bremen;Bremen
Master Degree;Mathematics, Natural Sciences and IT;Marine Geosciences;University of Bremen;Bremen
Master Degree;Mathematics, Natural Sciences and IT;Digital Media;University of Bremen;Bremen
Master Degree;Mathematics, Natural Sciences and IT;MSc in Marine Microbiology (MarMic);Max Planck Institute for Marine Microbiology;Bremen
Master Degree;Mathematics, Natural Sciences and IT;Marine Biology;University of Bremen;Bremen
Master Degree;Mathematics, Natural Sciences and IT;Biochemistry and Molecular Biology (BMB);University of Bremen;Bremen
Master Degree;Mathematics, Natural Sciences and IT;Postgraduate Programme in Environmental Physics – Atmosphere, Ocean, Ice, Land, Climate – PEP;University of Bremen;Bremen
Master Degree;Mathematics, Natural Sciences and IT;Ecology;University of Bremen;Bremen
Master Degree;Mathematics, Natural Sciences and IT;Materials Chemistry and Mineralogy;University of Bremen;Bremen
Master Degree;Mathematics, Natural Sciences and IT;MSc Physical Geography: Environmental History;University of Bremen;Bremen
Master Degree;Mathematics, Natural Sciences and IT;Space Sciences and Technologies – Sensing, Processing, Communication (Space-ST);University of Bremen;Bremen
Master Degree;Mathematics, Natural Sciences and IT;Space Engineering I (SpE-I);University of Bremen;Bremen
Master Degree;Mathematics, Natural Sciences and IT;Space Engineering II (SpE-II);University of Bremen;Bremen
Master Degree;Mathematics, Natural Sciences and IT;Applied Geosciences;University of Bremen;Bremen
Master Degree;Mathematics, Natural Sciences and IT;Mathematics Master's (MSc);University of Bremen;Bremen
Master Degree;Mathematics, Natural Sciences and IT;Industrial Mathematics and Data Analysis (MSc);University of Bremen;Bremen
Master Degree;Mathematics, Natural Sciences and IT;Embedded Systems Design;Bremerhaven University of Applied Sciences;Bremerhaven
Master Degree;Mathematics, Natural Sciences and IT;Hydrogen Technology;Rosenheim Technical University of Applied Sciences;Burghausen
Master Degree;Mathematics, Natural Sciences and IT;MEng Artificial Intelligence for Smart Sensors and Actuators;Deggendorf Institute of Technology;Cham
Master Degree;Mathematics, Natural Sciences and IT;Applied AI for Digital Production Management, MEng;Deggendorf Institute of Technology;Cham
Master Degree;Mathematics, Natural Sciences and IT;Micro and Nano Systems;Chemnitz University of Technology;Chemnitz
Master Degree;Mathematics, Natural Sciences and IT;Automotive Software Engineering;Chemnitz University of Technology;Chemnitz
Master Degree;Mathematics, Natural Sciences and IT;Information and Communication Systems;Chemnitz University of Technology;Chemnitz
Master Degree;Mathematics, Natural Sciences and IT;Embedded Systems;Chemnitz University of Technology;Chemnitz
Master Degree;Mathematics, Natural Sciences and IT;Web Engineering;Chemnitz University of Technology;Chemnitz
Master Degree;Mathematics, Natural Sciences and IT;Advanced Functional Materials;Chemnitz University of Technology;Chemnitz
Master Degree;Mathematics, Natural Sciences and IT;Advanced and Computational Mathematics – International Master's Programme;Chemnitz University of Technology;Chemnitz
Master Degree;Mathematics, Natural Sciences and IT;Environmental and Resource Management (MSc);Brandenburg University of Technology Cottbus-Senftenberg;Cottbus
Master Degree;Mathematics, Natural Sciences and IT;Cyber Security;Brandenburg University of Technology Cottbus-Senftenberg;Cottbus
Master Degree;Mathematics, Natural Sciences and IT;Physics;Brandenburg University of Technology Cottbus-Senftenberg;Cottbus
Master Degree;Mathematics, Natural Sciences and IT;Artificial Intelligence;Brandenburg University of Technology Cottbus-Senftenberg;Cottbus
Master Degree;Mathematics, Natural Sciences and IT;Master of Science — Tropical Hydrogeology and Environmental Engineering (TropHEE);Technical University of Darmstadt;Darmstadt
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Artificial Intelligence and Machine Learning;Technical University of Darmstadt;Darmstadt
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Mathematics;Technical University of Darmstadt;Darmstadt
Master Degree;Mathematics, Natural Sciences and IT;Cognitive Science;Technical University of Darmstadt;Darmstadt
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Physics;Technical University of Darmstadt;Darmstadt
Master Degree;Mathematics, Natural Sciences and IT;Synthetic Biology MSc;Technical University of Darmstadt;Darmstadt
Master Degree;Mathematics, Natural Sciences and IT;MSc Applied Computer Science;Deggendorf Institute of Technology;Deggendorf
Master Degree;Mathematics, Natural Sciences and IT;MSc Life Science Informatics;Deggendorf Institute of Technology;Deggendorf
Master Degree;Mathematics, Natural Sciences and IT;MSc Artificial Intelligence and Data Science;Deggendorf Institute of Technology;Deggendorf
Master Degree;Mathematics, Natural Sciences and IT;MSc High Performance Computing / Quantum Computing;Deggendorf Institute of Technology;Deggendorf
Master Degree;Mathematics, Natural Sciences and IT;Expanded Media;Darmstadt University of Applied Sciences;Dieburg
Master Degree;Mathematics, Natural Sciences and IT;MA Animation and Game Direction;Darmstadt University of Applied Sciences;Dieburg
Master Degree;Mathematics, Natural Sciences and IT;Master's in Embedded Systems Engineering (ESE);Dortmund University of Applied Sciences and Arts;Dortmund
Master Degree;Mathematics, Natural Sciences and IT;Master's in Digital Transformation (MDT);Dortmund University of Applied Sciences and Arts;Dortmund
Master Degree;Mathematics, Natural Sciences and IT;Urban Transformation;TU Dortmund University;Dortmund
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Physics;TU Dortmund University;Dortmund
Master Degree;Mathematics, Natural Sciences and IT;Technomathematics (Industrial Mathematics);TU Dortmund University;Dortmund
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Data Science;TU Dortmund University;Dortmund
Master Degree;Mathematics, Natural Sciences and IT;Econometrics;TU Dortmund University;Dortmund
Master Degree;Mathematics, Natural Sciences and IT;Molecular Bioengineering;Technische Universitaet Dresden;Dresden
Master Degree;Mathematics, Natural Sciences and IT;International Master's Programme in Distributed Systems Engineering (DSE);Technische Universitaet Dresden;Dresden
Master Degree;Mathematics, Natural Sciences and IT;Physics of Life;Technische Universitaet Dresden;Dresden
Master Degree;Mathematics, Natural Sciences and IT;International Master's Programme in Advanced Computational and Civil Engineering Structural Studies (ACCESS);Technische Universitaet Dresden;Dresden
Master Degree;Mathematics, Natural Sciences and IT;Regenerative Biology and Medicine;Technische Universitaet Dresden;Dresden
Master Degree;Mathematics, Natural Sciences and IT;Organic and Molecular Electronics (OME);Technische Universitaet Dresden;Dresden
Master Degree;Mathematics, Natural Sciences and IT;Computational Modelling and Simulation;Technische Universitaet Dresden;Dresden
Master Degree;Mathematics, Natural Sciences and IT;Biochemistry;Technische Universitaet Dresden;Dresden
Master Degree;Mathematics, Natural Sciences and IT;Molecular Biosciences and Productive Biosystems (MBioPro);Technische Universitaet Dresden;Dresden
Master Degree;Mathematics, Natural Sciences and IT;Biology in Society;Technische Universitaet Dresden;Dresden
Master Degree;Mathematics, Natural Sciences and IT;Chemistry;Technische Universitaet Dresden;Dresden
Master Degree;Mathematics, Natural Sciences and IT;Physics (MSc);Technische Universitaet Dresden;Dresden
Master Degree;Mathematics, Natural Sciences and IT;Mathematics;Technische Universitaet Dresden;Dresden
Master Degree;Mathematics, Natural Sciences and IT;Technomathematics;Technische Universitaet Dresden;Dresden
Master Degree;Mathematics, Natural Sciences and IT;Mathematics in Business and Economics;Technische Universitaet Dresden;Dresden
Master Degree;Mathematics, Natural Sciences and IT;International Master's Programme in Physics;Heinrich Heine University Duesseldorf;Duesseldorf
Master Degree;Mathematics, Natural Sciences and IT;Master's Programme Translational Neuroscience;Heinrich Heine University Duesseldorf;Duesseldorf
Master Degree;Mathematics, Natural Sciences and IT;Artificial Intelligence and Data Science;Heinrich Heine University Duesseldorf;Duesseldorf
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Industrial Pharmacy;Heinrich Heine University Duesseldorf;Duesseldorf
Master Degree;Mathematics, Natural Sciences and IT;MSc Biology (MBIO2);Heinrich Heine University Duesseldorf;Duesseldorf
Master Degree;Mathematics, Natural Sciences and IT;Biochemistry International;Heinrich Heine University Duesseldorf;Duesseldorf
Master Degree;Mathematics, Natural Sciences and IT;Forest Information Technology (FIT);Eberswalde University for Sustainable Development;Eberswalde
Master Degree;Mathematics, Natural Sciences and IT;Global Change Management (GCM);Eberswalde University for Sustainable Development;Eberswalde
Master Degree;Mathematics, Natural Sciences and IT;Master's in Industrial Informatics – Specialisation Industrial Cyber-Physical Systems;Hochschule Emden/Leer - University of Applied Sciences;Emden
Master Degree;Mathematics, Natural Sciences and IT;Computational Engineering (CE), MSc;FAU Erlangen-Nuernberg;Erlangen
Master Degree;Mathematics, Natural Sciences and IT;MSc Advanced Optical Technologies (MAOT);FAU Erlangen-Nuernberg;Erlangen
Master Degree;Mathematics, Natural Sciences and IT;Communications and Multimedia Engineering (CME);FAU Erlangen-Nuernberg;Erlangen
Master Degree;Mathematics, Natural Sciences and IT;MSc Physics;FAU Erlangen-Nuernberg;Erlangen
Master Degree;Mathematics, Natural Sciences and IT;MSc Molecular Science;FAU Erlangen-Nuernberg;Erlangen
Master Degree;Mathematics, Natural Sciences and IT;MSc Chemistry;FAU Erlangen-Nuernberg;Erlangen
Master Degree;Mathematics, Natural Sciences and IT;Medical Engineering – Branches of Study: Medical Image and Data Processing | Health and Medical Data Analytics & Entrepreneurship | Medical Robotics;FAU Erlangen-Nuernberg;Erlangen
Master Degree;Mathematics, Natural Sciences and IT;MSc Integrated Life Sciences - Biology, Biomathematics, Biophysics;FAU Erlangen-Nuernberg;Erlangen
Master Degree;Mathematics, Natural Sciences and IT;Advanced Signal Processing and Communications Engineering MSc;FAU Erlangen-Nuernberg;Erlangen
Master Degree;Mathematics, Natural Sciences and IT;MSc Molecular Medicine;FAU Erlangen-Nuernberg;Erlangen
Master Degree;Mathematics, Natural Sciences and IT;International Max Planck Research School Physics of Light (IMPRS-PL);Max Planck Institute for the Science of Light;Erlangen
Master Degree;Mathematics, Natural Sciences and IT;MSc Computational and Applied Mathematics (CAM);FAU Erlangen-Nuernberg;Erlangen
Master Degree;Mathematics, Natural Sciences and IT;International Master's in Geosciences: Palaeobiology;FAU Erlangen-Nuernberg;Erlangen
Master Degree;Mathematics, Natural Sciences and IT;MSc Integrated Immunology (iImmune);FAU Erlangen-Nuernberg;Erlangen
Master Degree;Mathematics, Natural Sciences and IT;Information and Communication Technology MSc;FAU Erlangen-Nuernberg;Erlangen
Master Degree;Mathematics, Natural Sciences and IT;Clean Energy Processes;FAU Erlangen-Nuernberg;Erlangen
Master Degree;Mathematics, Natural Sciences and IT;Artificial Intelligence (AI), MSc;FAU Erlangen-Nuernberg;Erlangen
Master Degree;Mathematics, Natural Sciences and IT;International Max Planck Research School — Physics and Medicine (IMPRS-PM);Max Planck Institute for the Science of Light;Erlangen
Master Degree;Mathematics, Natural Sciences and IT;MSc Autonomy Technologies;FAU Erlangen-Nuernberg;Erlangen
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Water Science;University of Duisburg-Essen;Essen
Master Degree;Mathematics, Natural Sciences and IT;Environmental Toxicology;University of Duisburg-Essen;Essen
Master Degree;Mathematics, Natural Sciences and IT;Master of Digital Entrepreneurship;European University Viadrina;Frankfurt (Oder)
Master Degree;Mathematics, Natural Sciences and IT;High Integrity Systems (HIS);Frankfurt University of Applied Sciences;Frankfurt am Main
Master Degree;Mathematics, Natural Sciences and IT;MSc Interdisciplinary Neuroscience (INS);Goethe University Frankfurt;Frankfurt am Main
Master Degree;Mathematics, Natural Sciences and IT;International Master in Applied Geoscience;TU Bergakademie Freiberg;Freiberg
Master Degree;Mathematics, Natural Sciences and IT;Computational Materials Science (CMS);TU Bergakademie Freiberg;Freiberg
Master Degree;Mathematics, Natural Sciences and IT;Master of Sustainable Mining and Remediation Management (MoRe);TU Bergakademie Freiberg;Freiberg
Master Degree;Mathematics, Natural Sciences and IT;Advanced Materials Analysis;TU Bergakademie Freiberg;Freiberg
Master Degree;Mathematics, Natural Sciences and IT;Geomatics for Mineral Resource Management (MGMRM);TU Bergakademie Freiberg;Freiberg
Master Degree;Mathematics, Natural Sciences and IT;Mathematics for Data and Resource Sciences;TU Bergakademie Freiberg;Freiberg
Master Degree;Mathematics, Natural Sciences and IT;Sustainable Resource Management;Technical University Munich;Freising
Master Degree;Mathematics, Natural Sciences and IT;Nutrition and Biomedicine;Technical University Munich;Freising
Master Degree;Mathematics, Natural Sciences and IT;Agricultural Biosciences;Technical University Munich;Freising
Master Degree;Mathematics, Natural Sciences and IT;Climate Change Management (MCC);Weihenstephan-Triesdorf University of Applied Sciences;Freising
Master Degree;Mathematics, Natural Sciences and IT;Biology;Technical University Munich;Freising
Master Degree;Mathematics, Natural Sciences and IT;Global Software Development (MSc);Fulda University of Applied Sciences;Fulda
Master Degree;Mathematics, Natural Sciences and IT;Data Science;Fulda University of Applied Sciences;Fulda
Master Degree;Mathematics, Natural Sciences and IT;Computational Science and Engineering (CSE);Technical University Munich;Garching b. Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Informatics (Computer Science) (MSc);Technical University Munich;Garching b. Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Physics (Applied and Engineering Physics);Technical University Munich;Garching b. Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Mathematical Finance and Actuarial Science;Technical University Munich;Garching b. Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Master's Mathematics in Science and Engineering;Technical University Munich;Garching b. Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Informatics: Games Engineering (MSc);Technical University Munich;Garching b. Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Data Engineering and Analytics (MSc);Technical University Munich;Garching b. Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Mathematics in Data Science;Technical University Munich;Garching b. Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Quantum Science and Technology;Technical University Munich;Garching b. Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Biomedical Engineering and Medical Physics;Technical University Munich;Garching b. Muenchen
Master Degree;Mathematics, Natural Sciences and IT;Earth Sciences – Georesources and the Environment;University of Greifswald;Greifswald
Master Degree;Mathematics, Natural Sciences and IT;Neurosciences — International Max Planck Research School (MSc/PhD/MD-PhD);University of Goettingen;Goettingen
Master Degree;Mathematics, Natural Sciences and IT;Molecular Biology — International Max Planck Research School (MSc/PhD);University of Goettingen;Goettingen
Master Degree;Mathematics, Natural Sciences and IT;Developmental, Neural, and Behavioural Biology (MSc/PhD);University of Goettingen;Goettingen
Master Degree;Mathematics, Natural Sciences and IT;Molecular Life Sciences: Microbiology, Biotechnology and Biochemistry (MSc/PhD);University of Goettingen;Goettingen
Master Degree;Mathematics, Natural Sciences and IT;Cardiovascular Science (MSc);University of Goettingen;Goettingen
Master Degree;Mathematics, Natural Sciences and IT;Göttingen Master's Programme in Physics (MSc);University of Goettingen;Goettingen
Master Degree;Mathematics, Natural Sciences and IT;Applied Computer Science (MSc);University of Goettingen;Goettingen
Master Degree;Mathematics, Natural Sciences and IT;Integrated Plant and Animal Breeding (MSc);University of Goettingen;Goettingen
Master Degree;Mathematics, Natural Sciences and IT;Max Planck School Matter to Life – Five-Year Master's to PhD Direct Track Programme;University of Goettingen;Goettingen
Master Degree;Mathematics, Natural Sciences and IT;Applied Data Science (MSc);University of Goettingen;Goettingen
Master Degree;Mathematics, Natural Sciences and IT;Computational Biology and Bioinformatics;University of Goettingen;Goettingen
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Polymer Materials Science;Martin Luther University Halle-Wittenberg;Halle (Saale)
Master Degree;Mathematics, Natural Sciences and IT;Biodiversity Sciences;Martin Luther University Halle-Wittenberg;Halle (Saale)
Master Degree;Mathematics, Natural Sciences and IT;Information and Communication Systems;Hamburg University of Technology;Hamburg
Master Degree;Mathematics, Natural Sciences and IT;MSc Pharmaceutical Biotechnology;Hamburg University of Applied Sciences;Hamburg
Master Degree;Mathematics, Natural Sciences and IT;Chemical and Bioprocess Engineering;Hamburg University of Technology;Hamburg
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Integrated Climate System Sciences (MSc ICSS);Universitaet Hamburg;Hamburg
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Geodesy and Geoinformatics, Specialisation Hydrography;HafenCity University Hamburg;Hamburg
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Intelligent Adaptive Systems (IAS);Universitaet Hamburg;Hamburg
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Ocean and Climate Physics (MSc);Universitaet Hamburg;Hamburg
Master Degree;Mathematics, Natural Sciences and IT;Mathematical Physics (MSc);Universitaet Hamburg;Hamburg
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Geophysics;Universitaet Hamburg;Hamburg
Master Degree;Mathematics, Natural Sciences and IT;Data Science;Hamburg University of Technology;Hamburg
Master Degree;Mathematics, Natural Sciences and IT;Molecular Plant Science;Universitaet Hamburg;Hamburg
Master Degree;Mathematics, Natural Sciences and IT;Marine Ecosystem and Fisheries Sciences;Universitaet Hamburg;Hamburg
Master Degree;Mathematics, Natural Sciences and IT;Wood Science;Universitaet Hamburg;Hamburg
Master Degree;Mathematics, Natural Sciences and IT;Master of Physics;Leibniz Universitaet Hannover;Hannover
Master Degree;Mathematics, Natural Sciences and IT;Optical Technologies - Photonics and Laser Technology;Leibniz Universitaet Hannover;Hannover
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Mathematics;Leibniz Universitaet Hannover;Hannover
Master Degree;Mathematics, Natural Sciences and IT;Quantum Engineering (Master of Science);Leibniz Universitaet Hannover;Hannover
Master Degree;Mathematics, Natural Sciences and IT;Computer Science – Master of Science;Leibniz Universitaet Hannover;Hannover
Master Degree;Mathematics, Natural Sciences and IT;Computer Engineering – Master of Science;Leibniz Universitaet Hannover;Hannover
Master Degree;Mathematics, Natural Sciences and IT;Max Planck School Matter to Life – Five-Year Master's to PhD Direct Track Programme;Heidelberg University;Heidelberg
Master Degree;Mathematics, Natural Sciences and IT;Data Analytics (MSc);University of Hildesheim;Hildesheim
Master Degree;Mathematics, Natural Sciences and IT;Software Engineering (MSc);University of Hildesheim;Hildesheim
Master Degree;Mathematics, Natural Sciences and IT;Cognitive Systems (MSc);University of Hildesheim;Hildesheim
Master Degree;Mathematics, Natural Sciences and IT;Applied Research in Computer Science (MSc);Hof University of Applied Sciences;Hof
Master Degree;Mathematics, Natural Sciences and IT;Sustainable Textiles (MEng);Hof University of Applied Sciences;Hof
Master Degree;Mathematics, Natural Sciences and IT;Artificial Intelligence and Robotics (MSc);Hof University of Applied Sciences;Hof
Master Degree;Mathematics, Natural Sciences and IT;Research in Media Engineering MSc Programme;Technische Universitaet Ilmenau;Ilmenau
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Micro- and Nanotechnologies;Technische Universitaet Ilmenau;Ilmenau
Master Degree;Mathematics, Natural Sciences and IT;International Automotive Engineering (MEng);Technische Hochschule Ingolstadt;Ingolstadt
Master Degree;Mathematics, Natural Sciences and IT;User Experience Design;Technische Hochschule Ingolstadt;Ingolstadt
Master Degree;Mathematics, Natural Sciences and IT;AI Engineering of Autonomous Systems;Technische Hochschule Ingolstadt;Ingolstadt
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Scientific Instrumentation;University of Applied Sciences Jena;Jena
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Photonics;Friedrich Schiller University Jena;Jena
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Molecular Medicine;Friedrich Schiller University Jena;Jena
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Molecular Life Sciences;Friedrich Schiller University Jena;Jena
Master Degree;Mathematics, Natural Sciences and IT;Master of Science Biochemistry;Friedrich Schiller University Jena;Jena
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Medical Photonics;Friedrich Schiller University Jena;Jena
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Mathematics;Friedrich Schiller University Jena;Jena
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Chemistry of Materials;Friedrich Schiller University Jena;Jena
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Business Mathematics;Friedrich Schiller University Jena;Jena
Master Degree;Mathematics, Natural Sciences and IT;Master of Science Evolution, Ecology and Systematics (MEES);Friedrich Schiller University Jena;Jena
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Nuclear Applications (MNA);FH Aachen University of Applied Sciences;Juelich
Master Degree;Mathematics, Natural Sciences and IT;Embedded Computing Systems (ESY);RPTU University of Kaiserslautern-Landau;Kaiserslautern
Master Degree;Mathematics, Natural Sciences and IT;Computer Science (Master of Science);RPTU University of Kaiserslautern-Landau;Kaiserslautern
Master Degree;Mathematics, Natural Sciences and IT;Master's in Mathematics International;RPTU University of Kaiserslautern-Landau;Kaiserslautern
Master Degree;Mathematics, Natural Sciences and IT;Master of Science in Cognitive Science;RPTU University of Kaiserslautern-Landau;Kaiserslautern
Master Degree;Mathematics, Natural Sciences and IT;Actuarial and Financial Mathematics;RPTU University of Kaiserslautern-Landau;Kaiserslautern
Master Degree;Mathematics, Natural Sciences and IT;Master's: Advanced Quantum Physics;RPTU University of Kaiserslautern-Landau;Kaiserslautern
Master Degree;Mathematics, Natural Sciences and IT;Master's Biology – Specialisation Microbial & Plant Biotechnology (MPBiotec);RPTU University of Kaiserslautern-Landau;Kaiserslautern
Master Degree;Mathematics, Natural Sciences and IT;Master's in Biology – Specialisation in Molecular Cell Biology (MCB);RPTU University of Kaiserslautern-Landau;Kaiserslautern
Master Degree;Mathematics, Natural Sciences and IT;Master's in Biology - Specialisation Neurobiology (Neuro);RPTU University of Kaiserslautern-Landau;Kaiserslautern
Master Degree;Mathematics, Natural Sciences and IT;Master's in Biology – Specialisation in Ecology (Eco);RPTU University of Kaiserslautern-Landau;Kaiserslautern
Master Degree;Mathematics, Natural Sciences and IT;Quantum Technologies and Engineering Erasmus Mundus Master (QuanTEEM);RPTU University of Kaiserslautern-Landau;Kaiserslautern
